SampleId,A_AL_CO,A_AL_M3,A_AL_RT,A_B_CO,A_B_M3,A_CA_CO,A_CA_M3,A_CA_RT,A_CEC_CO,A_CLAY_MI,A_CN_OF,A_CU_CO,A_CU_M3,A_CU_RT,A_C_IF,A_C_OF,A_C_RT,A_DENSITY_SA,A_EC_WA,A_FE_CO,A_FE_M3,A_FE_RT,A_K_CO,A_K_M3,A_K_RT,A_MG_CO,A_MG_M3,A_MG_RT,A_MN_CO,A_MN_M3,A_MN_RT,A_NA_CO,A_NA_M3,A_NA_RT,A_NI_RT,A_N_RT,A_PB_RT,A_PH_KCL,A_PH_WA,A_P_CO,A_P_M3,A_P_RT,A_SAND_MI,A_SILT_MI,A_SI_RT,A_S_CO,A_S_M3,A_S_RT,A_ZN_CO,A_ZN_M3,A_ZN_RT
sample_0,0.00245143,656.58324,36.5272631,0.04204982,1.78601,259.8271107,3970.83479,11.78571429,250.2350589,15.4,10.32594937,0.000693916,1.6259,15.7,0.010202885,33.29201354,30.49642,1.126,9.7,0.000789606,250.08651,30.6993007,5.578868301,263.03481,13.02904564,54.34666761,559.83536,3.43787696,0.103745837,129.84642,1657.629744,0.38729452,7.204,6.639465875,24.8,3.22411,10.2,6.31,7.56,0.071727045,54.13404,0.838427948,50.4,34.1,327.7232352,2.185206359,22.22355,0.156,0.001104709,5.42225,121.0
sample_1,22.3148792,1295.603665,137.5330863,0.002302984,0.083535538,10.72403557,263.4619165,0.071428571,81.24878628,68.28560271,11.13333333,0.00680566,2.171155191,108.8,0.010288625,15.46380373,15.40207198,0.88478,1.5,0.001629191,27.58002931,144.8951049,1.236478284,81.7967972,0.497925311,7.185477323,95.80194878,1.749095296,0.940219031,38.81487891,697.1340046,0.052976462,2.057772021,1.038575668,319.7,1.388964407,26.3,4.09,5.04,0.00082956,0.010288625,0.742358079,0.085238962,31.62915833,153.3894343,0.000534319,0.010288625,0.24,0.021110582,0.706102911,110.2
sample_10,11.94503248,1311.71314,66.70195871,0.00354721,0.13794,1.646572458,29.24823,0.01,21.29588967,32.8,24.4,0.000137304,0.26322,12.1,0.010100632,8.625939485,8.605738221,1.032,0.6,0.044141703,43.40069,22.86713287,0.372259234,12.77998,1.576763485,0.71434558,6.85515,0.1,0.104089739,3.00538,10.0,0.078796639,1.16979,1.59495549,7.0,0.35352211,2.9,4.28,5.61,0.00042254,0.0101,0.021834061,50.4,16.8,301.542777,0.000272158,0.0101,0.001,0.00468362,0.09378,18.0
sample_100,0.0043,674.7808744,49.23239809,0.04311,0.886399646,204.62662,3330.019816,6.357142857,277.61374,28.5,12.35616,0.00117,4.958523184,21.3,0.01029,18.5663787,18.51491978,1.2114,3.4,0.00351,297.289307,28.39160839,3.68501,207.7278689,17.34439834,56.6327,597.1918547,5.367913148,0.07184,163.5935649,673.8962045,0.51374,10.19238952,7.856083086,45.4,1.502600494,21.1,5.42,6.58,0.01677,15.50719845,0.572052402,15.3,56.2,320.7106124,0.00233,0.010291784,0.084,0.00114,1.461887999,63.0
sample_1000,9.500089787,1193.299206,116.1990471,0.008410722,0.31390866,65.13736055,1279.370963,1.214285714,115.0925111,70.81409292,9.644578313,0.00579151,4.842568301,49.7,0.47305756,16.46445987,16.93751743,0.93068,7.2,0.040477935,357.4322918,31.67832168,1.304765701,66.37252683,0.746887967,36.1672314,400.5787499,1.145958987,1.315557088,35.96305812,77.45933385,2.986772354,62.2454954,1.18694362,157.3,1.707120761,41.2,3.9,5.1,0.001180409,1.911186836,0.218340611,0.085217459,29.10068962,225.2921926,0.0007603,0.01028386,0.2,0.026671046,1.064058316,85.3
sample_10000,3.759400917,1116.803279,89.99470619,0.037628334,0.148565574,37.07360752,621.9262295,2.142857143,105.5327869,34.0,11.32520325,0.001280214,0.385245902,1.2,0.68647541,14.27254098,14.95901639,1.04,4.2,0.005824976,165.9836066,40.55944056,4.181065819,256.147541,23.31950207,6.706707837,65.26639344,0.422195416,3.20778601,319.6721311,2610.379551,0.69524865,15.67622951,16.00148368,13.0,1.260245902,21.8,4.22,5.48,0.063016058,1.475409836,0.406113537,24.5,41.5,277.2323516,1.041717794,10.6557377,0.148,0.133206124,7.745901639,131.0
sample_10001,5.729546252,1269.382488,82.15987295,0.011217986,0.353978348,24.06459378,558.2311989,5.714285714,51.6710231,33.16302766,8.888349515,0.000887308,3.192158135,33.9,0.264452215,18.62353871,18.88799093,1.07422,3.6,0.004567883,233.8220533,39.79020979,3.688342546,235.6326571,22.57261411,6.612520556,87.71590656,9.650180941,0.326586804,27.81210467,697.1340046,0.172109817,4.713835182,7.418397626,57.5,2.095275246,52.4,4.32,6.04,0.013289262,66.58466202,1.179039301,17.09140634,49.745566,237.8214119,0.000803419,0.010171239,0.28,0.07060777,4.738911169,113.3
sample_10002,0.025272355,759.6726942,39.70354685,0.026259672,0.418224063,97.07027786,1929.487827,4.214285714,93.3427619,21.1,8.108108108,0.000893422,1.97999798,10.1,0.363673098,9.091827457,9.455500556,1.3,9.1,0.004045512,498.0301041,20.55944056,3.34455301,170.7243156,16.09958506,8.288831722,100.2121426,3.136308806,0.101869741,85.86725932,371.8048025,0.496538003,10.70815234,7.292284866,20.2,1.121325386,20.1,5.69,6.57,0.050389869,74.55298515,0.611353712,15.2,63.7,357.6437588,0.705730674,24.74997474,0.104,0.004697182,3.495302556,52.0
sample_10003,1.021629242,481.9639279,19.58708311,0.020021542,0.101202405,6.468975961,146.2925852,0.214285714,6.032064128,3.6,13.83870968,0.000681185,0.138276553,2.4,0.0,4.298597194,4.168336673,1.47,2.0,0.003099077,128.256513,5.034965035,1.044083398,53.90781563,22.82157676,2.682032522,33.46693387,0.1,0.14554561,9.238476954,170.4105345,0.078016752,1.763527054,3.37537092,8.8,0.310621242,17.9,4.49,5.65,0.033579396,5.150300601,0.091703057,71.7,24.6,398.3169705,0.540627163,10.42084168,0.004,0.005118834,0.467935872,14.0
sample_10004,0.052387668,663.7304107,58.23186871,0.05448273,1.679811533,176.3402782,4230.257093,8.285714286,154.6655741,20.5,9.48125,0.001853644,3.083068729,14.1,1.034518078,15.53825668,16.57277476,1.12,11.6,0.008423476,99.55956161,27.97202797,2.681368976,178.2239066,18.17427386,25.62285471,329.8166547,6.81544029,0.008576326,240.7047014,689.3880713,0.178659641,5.459387483,7.685459941,38.0,1.63884052,21.3,7.39,7.8,0.091171594,5.541329509,0.585152838,33.8,45.7,318.3730715,1.469456866,13.31557923,0.252,0.003603293,1.095974598,61.0
sample_10005,2.6606303,1132.441791,37.58602435,0.051381718,0.992018809,171.2140286,2403.4169,6.285714286,148.4667,19.9,10.82552083,0.000755444,2.063391709,19.5,0.010238926,42.56321397,42.35843546,1.028,7.4,0.006889963,287.5691886,20.55944056,18.97686897,605.336156,14.93775934,48.55541063,453.1868443,3.075995175,1.527198702,89.89771621,503.48567,0.272667349,5.080514444,6.609792285,23.2,3.931747454,15.5,4.47,5.59,0.433827607,166.9028535,1.03930131,31.3,48.8,321.1781206,0.001497409,32.0387081,0.184,0.124596442,12.35433274,93.0
sample_10006,0.044995613,1012.736237,106.9348862,0.036675922,0.718981101,86.8725376,1355.792933,1.857142857,98.91125719,80.0,11.21578947,0.00124781,1.561216105,16.9,0.297863599,21.88783895,22.18570255,0.94,6.0,0.005692433,68.81676253,65.03496503,6.59020829,212.6129827,2.157676349,33.40208604,316.3516845,0.66344994,0.788966649,100.9654889,619.6746708,0.142966665,3.440838127,1.735905045,22.3,1.951520131,29.8,5.38,6.38,0.061480195,5.700493016,0.6069869,7.9,12.1,233.2865825,1.838711648,10.68200493,0.22,0.002428757,0.815529992,71.0
sample_10007,0.03359,827.99653,23.29274,0.00846,0.16504,36.84068,653.77475,2.5,48.70185,7.9,13.06329,0.00032,0.98726,5.0,0.01007,10.39334,9.2251,1.35278,4.2,0.00066,314.2104,10.06993,4.82411,175.69598,13.52697,11.90585,138.46427,1.62846,0.10537,64.77874,348.567,0.06266,1.5603,5.40059,11.8,0.79561,19.9,5.66,6.82,0.05087,60.18639,0.34061,60.2,31.9,383.82421,0.33058,0.01007,0.001,0.00763,5.84192,48.0
sample_10008,0.139977755,779.5346963,12.70513499,0.025062309,0.253801994,41.53345591,929.6001611,1.857142857,63.34978346,5.8,13.44366197,0.000852685,5.79111693,18.4,0.0,19.22650821,19.17615067,1.23,3.4,0.003889243,534.7970591,4.055944056,1.235555003,66.06909054,4.730290456,12.68121849,152.0797663,0.784077201,0.056097393,19.94158526,123.9349342,0.468752547,10.17222278,4.465875371,8.0,1.430154094,24.8,5.49,6.2,0.318009003,539.832813,1.126637555,80.2,14.0,410.4721833,0.67846983,13.29439017,0.252,0.096124515,18.93443448,35.0
sample_10009,0.033634925,703.48188,34.4097406,0.034933084,1.26890671,165.1122936,3106.283626,6.857142857,174.6015633,13.1,11.76470588,0.001188514,1.086184144,10.0,0.0,18.27225662,17.83575272,0.97,4.5,0.0054082,82.83423003,13.84615385,1.417288549,72.98751396,16.51452282,16.6753691,189.8284438,3.317249698,0.028529472,74.10415186,379.5507359,0.293634242,5.278651914,6.980712166,17.6,1.553141813,16.5,6.31,6.85,0.058501092,15.02385545,0.497816594,14.1,72.8,372.6040206,0.943448602,10.55730383,0.188,0.00231035,0.530910567,32.0
sample_1001,0.101799117,48.5136251,42.35044997,0.105989576,4.51073493,465.9601493,10734.92981,54.35714286,471.7175888,25.6,11.29652997,0.003606041,2.869529315,18.6,16.10239472,36.96325351,53.06564822,1.21,18.2,0.016349949,67.50619323,22.37762238,3.841258814,195.0867052,12.36514523,53.1056321,798.926507,6.87575392,0.016646631,125.9289843,542.2153369,0.610618772,17.44426094,6.379821958,23.3,3.272089182,13.8,7.24,8.2,0.176956476,16.20561519,0.777292576,21.2,53.2,291.7251052,2.852212586,50.06193229,0.6,0.007009773,48.20396367,168.0
sample_10010,,,,,,,,,,,,,,,,103.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample_10011,0.46813,1133.06795,11.11699,0.00975,0.29656,43.87224,927.48178,1.71428,50.45373,3.0,11.5872,0.00056,6.10367,13.5,0.77573,20.07845,20.85419,1.14736,4.8,0.00166,537.09238,3.21678,1.73812,80.97779,5.14522,9.76531,116.46423,0.24125,0.09199,14.59781,10.0,0.37288,6.87873,4.12462,7.9,1.73281,19.5,5.0,6.01,0.1956,502.95565,0.80349,77.7,19.3,398.78447,0.39456,22.7261,0.056,0.17855,21.05407,33.0
sample_10012,0.417536289,313.4388143,10.05823187,0.019638965,0.116162628,10.12362795,177.2481474,0.214285714,7.059883837,3.9,15.9,0.000668169,0.282395353,15.0,0.0,3.184458242,3.164430202,1.43,,0.004260909,129.1808532,5.944055944,0.485746791,19.52733827,0.829875519,2.70547171,29.04065692,0.1,0.196131554,16.52313239,30.98373354,0.021561502,0.501702383,2.856083086,6.8,0.200280393,11.1,4.91,,0.032880277,5.167234128,0.01,78.0,18.1,438.9901823,0.528434419,10.41458041,0.001,0.003277761,0.183256559,7.0
sample_10013,0.047643544,723.6641221,37.05664373,0.049619498,0.545547074,155.8709692,3094.147583,6.428571429,211.7048346,18.0,11.47457627,0.001688184,2.402035623,13.2,0.122137405,13.78117048,13.90330789,1.28,11.3,0.007678859,174.0458015,16.15384615,3.030156978,142.4936387,17.42738589,15.1918275,178.1170483,3.256936068,0.309763665,96.08142494,464.7560031,0.231101794,5.821882952,6.93620178,21.2,1.201017812,15.7,6.89,7.91,0.083104079,18.52417303,0.462882096,11.6,70.4,367.9289388,1.339560066,22.29007634,0.164,0.003269202,5.41475827,45.0
sample_10014,0.00245,381.00269,22.76336,0.03589,1.20882,129.65,2277.01425,6.21428,158.23265,9.6,11.22797,0.00069,2.5225,12.1,0.01013,21.95558,21.39833,1.0507,11.0,0.00169,174.04144,9.86013,21.77335,921.79842,13.85892,31.26068,297.48099,1.93003,0.0604,167.10681,387.29666,0.12975,2.73168,5.0,13.5,1.95543,12.3,6.27,7.04,1.7068,280.75968,0.92139,23.8,66.7,363.72136,2.26051,36.30633,0.068,0.00158,6.18213,38.0
sample_10015,1.34668,821.4945431,33.35097935,0.01568,0.45671091,65.94441,1148.861346,3.357142857,73.88882,16.9,9.77118,0.00037,2.290945384,9.9,0.8286,11.65098636,12.47959077,1.13794,6.4,0.00079,354.599059,15.87412587,7.83557,257.9042892,17.01244813,8.84311,94.67959537,2.110977081,0.5745,107.3571907,487.9938033,0.41874,7.893117636,5.816023739,23.5,1.192381952,25.4,4.82,6.16,0.15908,97.0564472,0.585152838,27.1,56.0,360.916316,1.02893,25.94155872,0.068,0.04559,5.055730191,45.0
sample_10016,0.029527615,659.8933709,34.93912123,0.03070847,0.401368072,48.53145685,904.3355799,1.0,55.82939342,12.6,9.759259259,0.001044782,1.871039131,12.8,0.62367971,10.60255507,11.22623479,1.41,2.7,0.004747781,74.23800422,31.04895105,2.581722882,111.6587868,1.078838174,9.730103592,115.6825269,0.1,0.695793364,274.6202595,774.5933385,0.043318209,1.689970828,2.470326409,22.4,1.086409818,10.5,5.77,6.75,0.051443579,7.735640278,0.205240175,74.0,13.3,380.0841515,0.828239909,10.46172417,0.14,0.002034026,1.096469168,21.0
sample_10017,0.028676109,256.9010679,10.58761249,0.029916106,0.369736047,85.71385318,2558.936127,4.071428571,111.8275237,7.5,11.37209302,0.001017824,0.399959702,3.8,0.130969172,4.926455773,5.057424945,1.42,6.4,0.004610866,38.58553294,4.895104895,1.659970824,78.17852106,1.410788382,5.46045251,102.7604272,0.784077201,0.004694534,110.8200685,162.6646011,0.017090537,0.709248438,2.685459941,7.3,0.433205722,9.2,7.91,7.98,0.050057646,2.619383437,0.01,83.7,8.8,446.002805,1.099704681,15.71630062,0.001,0.001975463,0.48156357,11.0
sample_10018,0.00160484,481.05084,31.23345686,0.038133565,1.20107,166.9030528,2648.96734,8.642857143,166.991272,16.9,12.63057325,0.000454275,1.62217,14.5,0.395827517,20.12630684,20.52213435,1.173,12.8,0.000516919,211.16956,15.8041958,3.87104769,154.89368,13.69294606,41.8086411,446.98083,2.71411339,0.022284274,105.31601,410.5344694,0.615427741,12.2309,7.952522255,18.4,1.593459492,11.7,6.76,7.62,0.051538582,10.7255,0.406113537,38.3,44.8,352.968677,2.629481658,42.15423,0.012,0.000441532,1.98605,38.0
sample_10019,0.072872493,854.8748219,41.29168872,0.075786775,1.282312233,171.6443488,3521.2701,6.642857143,228.9843273,23.3,11.48765432,0.002578463,2.127009974,12.9,0.0,18.93954814,17.92184002,1.04,4.6,0.011717256,119.0718502,18.11188811,2.716415983,145.5322613,17.593361,20.19713395,268.674944,4.221954162,0.113370855,110.9301852,480.2478699,0.540067999,12.00895583,6.728486647,20.9,1.648687157,15.5,5.72,6.66,0.127157001,29.81884795,0.620087336,14.0,62.7,355.773726,2.044049495,10.58416446,0.224,0.005012267,1.17036434,39.0
sample_1002,13.66841,559.59047,10.58761,0.00296,0.05374,4.90288,84.71465,1.07142,23.03737,3.6,23.24324,0.00035,0.19542,1.9,0.7651,17.31545,18.08055,1.41844,2.8,0.31533,426.4151,3.42657,0.55444,23.81908,6.47302,1.1395,16.65003,0.1,0.26278,15.88275,23.2378,0.11813,2.31443,4.54005,7.4,0.74496,15.2,3.62,4.51,0.09886,61.87205,0.05676,87.4,9.0,419.35483,0.23497,0.01006,0.001,0.02698,1.20842,13.0
sample_10020,0.038977038,527.8802788,28.05717311,0.039350532,0.030750308,144.1487553,2890.528905,3.928571429,210.1271013,15.2,16.4375,0.001338807,2.019270193,11.3,0.0,5.391553916,5.032800328,1.28,3.7,0.006083915,136.3263633,15.03496503,0.868124166,47.35547355,2.65560166,38.29091734,480.7298073,2.653799759,0.175381113,117.8761788,457.0100697,6.420311122,173.2267323,3.961424332,11.7,0.32800328,15.0,5.19,7.06,0.065920974,1.080360804,0.043668122,75.3,9.5,396.4469378,1.061325484,20.80770808,0.001,0.002602504,0.338253383,29.0
sample_10021,11.78217,1655.42595,158.2848068,0.00475,0.19649,4.95921,76.96175,0.01,36.80422,81.78742,15.00497,0.00016,0.60699,53.5,3.14607,32.05592,35.20199,0.9605,6.6,0.00468,101.91143,205.9440559,2.79653,110.8414,0.414937759,1.61943,18.50476,0.301568154,0.10678,3.37984,464.7560031,0.30489,5.85306,0.816023739,83.9,2.13635,27.6,4.29,4.68,0.00741,2.69932,0.786026201,0.1,18.21257,116.2225339,1.03987,52.62416,0.44,0.01241,0.91359,121.4
sample_10022,0.032190504,810.6460788,85.7596612,0.033548331,0.703982121,106.7638086,2143.437627,9.285714286,172.6940268,23.4,11.31024096,0.001141401,2.468508736,47.6,0.0,19.07253149,18.54937017,1.11,7.1,0.005194111,127.9967493,54.61538462,15.53868821,564.8110524,19.58506224,42.52278109,517.0662332,25.63329312,0.15902068,158.4721658,697.1340046,0.301354821,6.420154409,6.535608309,60.2,1.68630638,30.4,6.26,6.81,0.078220907,38.09427062,0.633187773,58.0,18.7,273.0247779,0.906101247,20.21535961,0.488,0.00366687,27.42787485,138.0
sample_10023,0.05813,795.79119,21.17522,0.01838,0.72324,56.44018,1038.06111,3.71428,50.12493,6.8,9.69784,0.00027,0.74403,8.5,1.07787,13.57926228,14.6571414,1.2027,5.0,0.0009,385.66605,7.41258,4.01878,151.90646,13.85892,8.88379,97.76836,1.08564,0.12926,63.7426,216.88613,0.09584,2.08133,5.71216,13.7,1.400235502,18.5,5.68,6.85,0.1562,179.67754,0.58515,45.2,47.9,381.48667,0.74028,22.20021,0.024,0.00435,3.39952,28.0
sample_10024,0.003482388,659.9086669,59.29062996,0.037665082,1.049720369,523.5651489,8893.738227,19.28571429,3.801514119,36.4,9.25396,0.000985745,2.917742343,22.7,4.45051,12.35547458,16.80598858,1.1228,12.5,0.001121678,176.9298138,36.99300699,6.537933532,182.8945231,16.68049793,45.38713605,389.5408801,6.332931243,0.002880923,125.9938514,642.912471,0.40346703,5.384428054,3.864985163,29.2,1.3351542,15.6,7.28,8.08,0.102426419,41.66364022,0.449781659,16.7,46.9,292.6601216,3.718797387,21.97744901,0.044,0.000958093,1.04761656,78.0
sample_10025,0.11067,855.0186203,28.58655373,0.00888,0.406628604,50.9529,1193.456232,3.357142857,60.28394,11.0,11.17647,0.00027,2.419127358,14.9,0.56533,13.42681871,13.99215845,1.14776,4.8,0.00124,319.5430263,11.04895105,4.95188,248.3144087,14.35684647,3.80276,63.6669162,1.688781665,0.2883,64.01631077,418.2804028,0.24507,6.567961197,7.114243323,21.3,1.201346937,19.7,5.45,6.4,0.0198,149.291905,0.563318777,17.7,71.3,370.2664797,0.3732,19.58543346,0.024,0.00715,2.141615545,35.0
sample_10026,0.038631175,264.4255406,43.93859185,0.040104986,2.029312289,153.8796954,5298.759865,12.57142857,139.3871067,16.6,8.323809524,0.001364476,2.14205186,8.7,2.326534796,8.957671415,11.28420621,1.08,9.9,0.00619323,399.7130265,21.81818182,6.339287309,225.4791432,16.01659751,10.76821675,168.0844522,6.332931242,0.006305611,77.2778518,371.8048025,1.426589578,34.64179563,6.93620178,21.0,1.076150456,21.7,7.53,7.87,0.422883383,104.54033,0.585152838,33.2,50.2,342.683497,1.080395323,26.23757302,0.224,0.002652401,3.976632162,49.0
sample_10027,0.40823,648.004072,15.88141,0.00571,0.040685726,22.41223,395.9130678,1.92857,17.1705,4.8,14.0,0.00029,0.424352277,3.3,0.01004,4.92075,4.82033,1.52982,2.0,0.00247,224.692212,6.43356,1.94875,54.29380248,9.2946,3.927,45.8018297,0.78407,0.22255,51.46513592,147.17273,0.1186,2.266112174,4.71068,10.3,0.35148,12.6,5.11,6.43,0.00092,58.20396293,0.17467,73.4,21.7,408.13464,0.02288,0.010042355,0.001,0.0199,2.782739467,22.0
sample_10028,0.130160675,850.2066421,109.3700371,0.015580527,0.560456457,65.46198136,1236.984272,2.0,84.20497149,60.46655247,11.6302521,0.000544833,1.638618652,25.2,0.050949334,14.10277556,14.15372489,1.26662,,0.002027325,77.5259617,37.83216783,3.989782441,213.3438161,12.03319502,14.67263633,158.3855234,2.231604343,0.136971982,89.36309325,464.7560031,0.324619533,7.134370935,1.632047478,47.7,1.212594141,41.4,5.26,6.37,0.007781552,10.1309038,0.3930131,17.82121059,21.71223694,220.5236092,0.001079946,0.010189867,0.2,0.020514112,4.210703584,70.4
sample_10029,18.78033616,959.3484889,35.30968767,0.002824179,0.099011128,29.99507904,596.5692684,0.428571429,30.80400985,31.89755691,8.724637681,0.004083138,1.772982262,20.6,0.010184769,6.131231221,6.019198757,1.18062,3.1,0.012942953,376.0739027,16.22377622,1.724109016,83.43516017,2.2406639,9.641507938,112.6138411,1.326899879,6.93228346,226.666127,387.2966692,1.002144204,21.95805888,0.370919881,14.2,0.702749093,10.2,3.88,5.21,0.03785519,0.010184769,0.087336245,35.59683714,32.50560595,387.3305283,0.00060489,0.010184769,0.08,0.02251071,0.764285068,25.5
sample_1003,1.62967,1028.41857,51.34992,0.106,1.35977,294.68828,3576.41655,6.85714,375.17593,39.8,10.56796,0.00147,2.04016,29.3,4.89683,67.04658,71.94342,0.8805,19.7,0.00909,481.51916,28.3916,9.18232,312.63476,19.91701,57.85267,513.47149,4.22195,0.64435,36.54898,673.8962,3.48479,60.58806,3.97626,37.8,6.34432,12.9,4.93,5.8,0.15917,56.10939,0.90393,13.8,46.4,304.81533,0.57815,43.00545,0.276,0.10914,20.99602,164.0
sample_10030,0.197894789,364.1975309,39.17416623,0.058340281,2.139917695,143.6528699,2458.847737,5.142857143,186.2139918,13.1,9.804878049,0.001984888,0.267489712,14.5,1.790123457,41.35802469,43.14814815,0.94,6.7,0.009012528,713.9917695,31.04895105,2.130820996,75.72016461,12.86307054,44.18048842,468.1069959,4.221954162,0.475657349,27.67489712,433.7722696,1.490195824,31.89300412,5.808605341,19.5,4.218106996,27.8,5.11,6.01,0.192317307,15.22633745,0.908296943,48.7,38.2,338.9434315,1.835321127,24.89711934,0.924,0.111094746,8.991769547,67.0
sample_10031,15.09276211,1724.841804,92.64160932,0.023886768,0.271483976,15.88544269,292.9169218,0.428571429,60.9308022,69.9,12.12230216,0.00081269,0.419473362,32.5,0.734843846,17.19738722,17.93223107,1.0,7.0,0.003685791,36.74219228,63.35664336,2.367939996,139.824454,5.809128631,7.080687698,77.77097367,1.326899879,0.468155215,22.35150031,263.3617351,0.242393283,5.174525413,1.913946588,75.4,1.418656869,62.5,4.21,5.13,0.052392094,9.022249439,0.502183406,3.8,26.3,256.6619916,0.642978179,24.5968565,0.108,0.014299245,1.153296591,108.0
sample_10032,16.37542926,1507.334785,104.9761779,0.010879164,0.69057012,41.41772363,875.7040732,1.214285714,103.0048832,65.84778329,9.180873181,0.000742921,0.423238422,23.0,1.184047419,47.10588649,48.28993391,0.8372,,0.001730288,133.9667681,100.3496503,7.214871162,449.9472995,9.460580913,10.66951235,129.5684093,1.206272618,5.607733525,312.640627,5809.450039,0.359870005,8.374767456,3.412462908,41.5,5.130872148,52.5,4.18,5.1,0.058551892,1.598916833,0.829694323,3.871840627,30.28037609,171.3884993,0.000709164,0.010667094,0.4,0.181631486,6.966922414,237.6
sample_10033,0.09057,1091.37854,69.87824,0.05531,1.24403,346.06236,5042.37024,6.42857,400.80778,40.6,7.38888,0.00128,7.30496,26.5,0.01041,27.71659,25.74725,1.12348,17.6,0.00145,532.01612,47.41258,9.18353,274.6598,20.33195,68.72284,689.50336,6.2123,0.50907,79.63301,968.24167,4.48897,87.9279,4.61424,47.0,3.75111,53.3,5.31,6.32,0.1364,25.08684,0.82969,14.1,45.3,282.37494,4.03993,78.52973,0.368,0.04455,10.21517,171.0
sample_10034,0.090910611,476.0919064,67.23133933,0.094498394,2.038915338,365.6908014,9873.732147,41.21428571,334.2993169,28.0,14.10144928,0.003215081,3.54998965,34.2,4.947215897,30.21113641,35.15835231,1.19,13.0,0.014617627,47.71268888,60.6993007,8.659449116,284.6201615,7.219917012,35.98807115,497.8265369,6.81544029,0.014882874,175.9470089,1092.176607,0.553736883,12.62678534,9.139465875,27.5,2.142413579,1.0,7.46,7.98,0.158386215,22.66611468,1.209606987,54.2,17.8,231.884058,2.550012788,10.76381702,0.264,0.006237122,1.48002484,58.0
sample_10035,0.00567,534.29219,68.81948,0.05101,1.90713,473.83471,7629.55998,27.21428,468.3037,41.5,16.99504,0.0016,4.88143,22.3,9.82248,35.79681,45.6193,0.86734,18.9,0.00674,152.3193,43.35664,18.48808,638.71059,20.16597,188.48104,1787.18494,14.47527,0.01949,365.30031,983.73353,0.84515,12.72053,5.66023,76.1,2.1063,49.7,7.25,8.14,0.21141,3.24375,0.50655,12.2,46.3,267.41467,9.27179,9.06358,0.116,0.00156,2.31325,83.0
sample_10036,0.059487499,643.25097,47.64425622,0.061772042,1.102715949,216.1506949,3318.358178,7.857142857,238.9217889,25.1,12.16194332,0.002101645,1.78680825,16.0,0.42883398,30.6718399,31.10067388,1.12,4.0,0.009565067,127.6291607,22.0979021,7.049070888,290.9944864,17.593361,63.85438292,624.8723708,5.609167672,0.156115472,146.0077599,480.2478699,0.107034138,3.818664488,7.455489614,22.3,2.521952216,17.6,5.83,6.94,0.10383805,10.61874617,0.698689956,24.3,50.6,332.8658252,3.515533768,10.61874617,0.344,0.004091629,2.185011231,84.0
sample_10037,0.036335663,218.5457516,47.64425622,0.037788782,2.062908497,185.5289081,6811.683007,38.35714286,162.377451,25.7,11.20149254,0.001285673,3.911356209,19.8,11.51960784,15.32883987,26.84844771,1.2,11.1,0.005842455,543.3006536,29.58041958,5.399275813,212.4183007,16.34854772,9.707848611,156.25,8.2026538,0.005948471,79.24836601,774.5933385,0.866220745,25.02042484,6.565281899,41.3,1.368464052,40.0,7.39,7.78,0.164196543,83.5375817,0.790393013,22.7,51.6,303.4128097,1.133863808,27.26715686,1.048,0.002502339,13.17401961,126.0
sample_10038,0.00511,581.63901,41.29168,0.11649,1.81999,382.54073,4784.29267,12.5,522.2107,29.7,12.24054,0.00119,2.53903,22.6,1.21763,46.34161,47.55924,1.072,9.4,0.00201,241.05487,24.96503,5.84064,227.17939,16.01659,89.17645,805.43924,4.4632,0.09349,81.5976,805.57707,0.82557,14.66432,6.97329,27.8,3.78591,12.1,5.65,6.82,0.09626,14.15726,0.56331,24.2,46.1,324.45067,0.00237,18.97851,0.128,0.00116,2.4965,71.0
sample_10039,0.003040793,200.4636372,51.34992059,0.049355071,3.301706952,233.7931375,8924.319599,35.28571429,246.9410566,29.2,10.13333,0.000860744,3.189320134,15.7,12.87625,20.53549014,33.4117413,1.12696,17.5,0.00097944,67.17267473,30.0,23.65261417,914.4953742,19.91701245,29.2993418,471.7431853,9.951749095,0.00099561,273.3514897,720.3718048,0.296654466,7.450297696,6.283382789,32.1,2.026528632,20.7,7.68,7.97,0.255007021,99.093198,0.895196507,11.0,59.8,275.3623188,0.034634937,24.29219485,0.192,0.000836599,2.400286323,74.0
sample_1004,0.003557308,164.8112414,43.77977766,0.042297574,4.130176268,287.4052278,12948.57414,71.85714286,335.7072412,,9.320441989,0.001006952,3.37370584,28.0,15.40974384,34.54649549,49.95623933,1.06006,15.9,0.00114581,40.86416282,19.86013986,6.888532477,406.626056,18.25726141,21.68472942,363.3130383,7.53920386,0.009647157,97.15399673,309.8373354,0.204003446,6.036470616,4.599406528,28.8,3.706529747,37.6,7.48,7.8,1.014978651,124.9629389,1.266375546,,,221.598878,0.001995938,0.010239032,0.48,0.000978706,6.558341025,82.3
